,Date,President,Approving,Disapproving,Unsure/NoData,Approve_change,Disapprove_change,Unsure_change,Polarity,Subjectivity,compound,Negative,Neutral,Positive
166,1993-01-05,George H. W. Bush,56,37,7,14.10714286,-19.05405405,-11.42857143,0.11361740111740111,0.4548187262472973,0.9999,0.107,0.605,0.288
167,1993-01-20,Bill Clinton,58,20,22,-10.47619048,37.5,-41.93548387,0.12999619428190853,0.49222087436373135,0.9993,0.106,0.627,0.267
168,1993-01-29,Bill Clinton,54,30,16,1.818181818,4.761904762,-18.51851852,0.12152304147465434,0.4410204813108038,0.9988,0.087,0.719,0.193
169,1993-02-05,Bill Clinton,51,34,15,8.928571429,-7.936507937,-20.0,0.2067756648113791,0.4823294166151308,0.9991,0.07,0.635,0.295
170,1993-02-17,Bill Clinton,59,29,12,-12.38095238,18.30985915,0.0,0.09286272332679521,0.3785511588655306,0.9999,0.117,0.637,0.246
171,1993-04-30,Bill Clinton,45,44,11,-11.11111111,7.368421053,8.333333333,0.13406661856661858,0.3766308321308321,0.9999,0.07,0.714,0.216
172,1993-05-05,Bill Clinton,45,44,11,-11.11111111,7.368421053,8.333333333,0.15920910230120758,0.5205570745044428,0.9989,0.075,0.635,0.291
173,1993-06-06,Bill Clinton,39,50,11,14.28571429,-5.263157895,-57.14285714,0.09653782725211298,0.487295918367347,0.1396,0.204,0.591,0.205
174,1993-09-13,Bill Clinton,46,43,11,13.20754717,-10.25641026,-37.5,0.132170664983165,0.4870580808080807,0.999,0.124,0.595,0.281
175,1993-09-22,Bill Clinton,56,36,8,-15.46391753,16.27906977,5.882352941,0.055686740102581664,0.4364499460935114,0.9999,0.112,0.658,0.23
176,1993-10-07,Bill Clinton,50,42,8,-5.263157895,5.617977528,0.0,0.0753361669692315,0.3760988339617372,0.9986,0.14,0.616,0.245
177,1993-11-13,Bill Clinton,50,43,7,0.0,-6.172839506,26.31578947,0.1490147431185166,0.45010740831495605,0.9997,0.134,0.636,0.23
178,1993-12-08,Bill Clinton,54,40,6,0.0,-5.263157895,25.0,0.15805782479169572,0.42020405669599226,0.9998,0.07,0.644,0.285
179,1994-01-25,Bill Clinton,58,35,7,-12.62135922,15.6626506,0.0,0.11395888031283571,0.4341682179663926,0.9999,0.124,0.634,0.241
180,1994-06-06,Bill Clinton,49,44,7,-12.64367816,7.368421053,22.22222222,0.12379832810867294,0.43807865187175543,0.9963,0.125,0.671,0.204
181,1994-07-12,Bill Clinton,42,49,9,-2.43902439,2.0,0.0,0.1533608815426998,0.4628374655647383,0.9994,0.056,0.586,0.358
182,1995-01-24,Bill Clinton,49,44,7,-11.36363636,5.376344086,26.31578947,0.07972883411737888,0.39151084596518054,0.9999,0.125,0.653,0.222
183,1995-10-16,Bill Clinton,49,40,11,6.666666667,-1.265822785,-37.5,0.13320038795448627,0.44049006852285527,0.9999,0.131,0.607,0.262
184,1996-01-23,Bill Clinton,52,42,6,2.803738318,-9.090909091,25.0,0.11616462530525025,0.43423519189144183,0.9999,0.129,0.624,0.246
185,1996-06-25,Bill Clinton,52,42,6,9.565217391,-20.0,20.0,0.08692117308920587,0.45076703806211993,-0.9575,0.219,0.557,0.223
186,1996-08-29,Bill Clinton,60,33,7,-1.694915254,-1.538461538,17.64705882,0.13634363947599248,0.4274459940930531,0.9999,0.121,0.635,0.243
187,1997-01-20,Bill Clinton,60,31,9,-3.448275862,8.823529412,-12.5,0.13396062723508378,0.44510800944224843,0.9998,0.085,0.604,0.311
188,1998-01-26,Bill Clinton,69,28,3,-4.545454545,5.084745763,33.33333333,0.14393391587836032,0.44872793187607996,0.9991,0.068,0.635,0.297
189,1998-01-27,Bill Clinton,69,28,3,-4.545454545,5.084745763,33.33333333,0.13097583650685146,0.4030966960149292,1.0,0.091,0.655,0.254
190,1998-08-17,Bill Clinton,62,35,3,1.587301587,-1.449275362,-20.0,0.11190476190476195,0.41174450549450553,0.9619,0.126,0.658,0.215
191,1999-01-19,Bill Clinton,69,29,2,-3.759398496,7.936507937,0.0,0.09523196055281612,0.34253712320557295,1.0,0.09,0.641,0.269
192,1999-03-24,Bill Clinton,64,32,4,-7.56302521,9.85915493,20.0,0.07807314213564213,0.4283243145743146,0.931,0.223,0.526,0.251
193,1999-06-10,Bill Clinton,60,37,3,-3.448275862,5.128205128,0.0,0.03127531071079457,0.4467547013917981,0.997,0.181,0.555,0.263
194,2000-01-27,Bill Clinton,63,33,4,-5.882352941,9.589041096,0.0,0.1406508164068461,0.4087751956351218,1.0,0.084,0.638,0.278
195,2001-01-29,George W. Bush,57,25,18,4.201680672,-8.695652174,-2.857142857,0.21547803522235337,0.44791625672307495,0.9995,0.054,0.611,0.335
196,2001-05-11,George W. Bush,56,36,8,-1.818181818,-5.882352941,27.27272727,0.17688574052210412,0.38619801915256463,0.9982,0.084,0.644,0.272
197,2001-06-07,George W. Bush,55,35,10,-2.803738318,-4.47761194,23.07692308,0.15824515648286142,0.4168417784401389,0.999,0.066,0.667,0.266
198,2001-08-09,George W. Bush,57,35,8,-1.785714286,0.0,11.11111111,0.1966795183982684,0.5240050054112554,0.9997,0.097,0.616,0.287
199,2001-09-11,George W. Bush,86,10,4,2.824858757,-25.0,-14.28571429,0.05839920948616601,0.5055335968379447,0.9557,0.256,0.428,0.316
200,2001-09-21,George W. Bush,90,6,4,-2.272727273,33.33333333,-33.33333333,0.10225980915636089,0.4322971249695387,-0.983,0.238,0.516,0.246
201,2002-01-08,George W. Bush,83,13,4,0.0,3.703703704,-14.28571429,0.20816218618704813,0.48932790812625077,0.9999,0.059,0.623,0.317
202,2002-01-29,George W. Bush,82,14,4,-0.613496933,0.0,11.11111111,0.1673066509248328,0.4800303161484977,0.9995,0.207,0.507,0.286
203,2002-06-01,George W. Bush,70,23,7,5.405405405,-21.05263158,0.0,0.08573968649311117,0.5048580719128664,0.9995,0.213,0.489,0.299
204,2002-06-06,George W. Bush,74,18,8,-0.680272109,12.19512195,-33.33333333,0.18245912663388397,0.4596996315442917,0.9922,0.19,0.56,0.25
205,2002-06-19,George W. Bush,73,21,6,3.947368421,-13.51351351,-9.090909091,0.11635393826952267,0.3499444819250014,0.9986,0.117,0.596,0.286
206,2002-09-12,George W. Bush,70,26,4,-4.47761194,7.142857143,20.0,0.03982756132756134,0.44084199134199137,-0.9978,0.242,0.542,0.216
207,2003-01-28,George W. Bush,61,35,4,-1.666666667,-1.449275362,27.27272727,0.10949647453291762,0.4505476358756239,0.9485,0.205,0.576,0.219
208,2003-03-17,George W. Bush,71,25,4,-1.428571429,5.660377358,-14.28571429,0.0804858571848863,0.42881572311183963,-0.9982,0.278,0.498,0.224
209,2003-03-19,George W. Bush,71,25,4,-1.428571429,5.660377358,-14.28571429,0.1155499803227076,0.48373617123617124,0.9956,0.182,0.48,0.337
210,2003-11-06,George W. Bush,51,45,4,2.857142857,0.0,-60.0,0.15962283549783546,0.39550685425685417,1.0,0.113,0.546,0.341
211,2003-12-08,George W. Bush,56,41,3,8.943089431,-18.84057971,25.0,0.16862382908993082,0.46485930735930703,0.9999,0.055,0.659,0.286
212,2004-01-07,George W. Bush,59,38,3,-15.68627451,17.39130435,0.0,0.12994817647101906,0.4498534657671715,0.9997,0.104,0.641,0.255
213,2004-01-20,George W. Bush,49,48,3,4.854368932,-6.666666667,14.28571429,0.12422754446131065,0.45698404337365395,0.9998,0.165,0.583,0.252
214,2004-07-17,George W. Bush,49,47,4,1.01010101,1.052631579,-33.33333333,0.12154669838263588,0.4572433411495909,0.9951,0.232,0.484,0.284
215,2004-09-03,George W. Bush,52,46,2,1.886792453,-3.370786517,20.0,0.14536767676767678,0.45628250638250656,1.0,0.117,0.575,0.308
216,2005-01-20,George W. Bush,57,40,3,-14.0,13.97849462,14.28571429,0.14996652358940502,0.4602735894049454,0.9999,0.12,0.5,0.38
217,2005-02-02,George W. Bush,57,40,3,-14.0,13.97849462,14.28571429,0.14771401885785443,0.4377597007254544,1.0,0.125,0.571,0.303
218,2005-08-31,George W. Bush,46,51,3,-8.235294118,7.272727273,-20.0,0.05178982409995069,0.39169041226003243,0.9987,0.088,0.664,0.247
219,2005-09-15,George W. Bush,40,58,2,3.614457831,-7.407407407,55.55555556,0.1869534157363105,0.4634708614971773,0.9997,0.129,0.623,0.248
220,2005-12-18,George W. Bush,43,53,4,0.0,0.934579439,-14.28571429,0.07646307135743757,0.48777056277056285,-0.9996,0.306,0.492,0.202
221,2006-01-31,George W. Bush,42,55,3,-9.090909091,5.172413793,14.28571429,0.11169470240034754,0.4069689890456021,0.9999,0.166,0.546,0.288
222,2006-07-19,George W. Bush,37,59,4,-1.369863014,4.06504065,-100.0,0.08783676952968283,0.44080053804463265,0.9989,0.101,0.675,0.224
223,2007-01-10,George W. Bush,34,63,3,0.0,0.0,0.0,0.08470047109752993,0.3937833000333002,0.9994,0.159,0.581,0.26
224,2007-04-09,George W. Bush,36,60,4,-7.462686567,4.0,0.0,0.11665511138167386,0.48929163284632055,0.9998,0.096,0.659,0.246
225,2008-01-28,George W. Bush,34,61,5,-6.25,3.174603175,0.0,0.10428443721079377,0.43011767732697964,1.0,0.131,0.587,0.282
226,2008-03-19,George W. Bush,28,67,5,0.0,1.470588235,-25.0,0.15277242933959354,0.4572661224900029,-0.9995,0.262,0.537,0.201
227,2008-10-03,George W. Bush,25,70,5,10.71428571,-2.189781022,-42.85714286,0.048217084639498434,0.5273902821316615,0.9941,0.103,0.647,0.25
228,2008-11-13,George W. Bush,29,66,5,4.918032787,-3.125,9.090909091,0.1435565338616186,0.42554134565998974,0.9999,0.108,0.607,0.285
229,2009-01-20,Barack Obama,67,13,20,-2.290076336,33.33333333,-33.33333333,0.05608287012133168,0.4665976722707491,0.9996,0.149,0.574,0.277
230,2009-02-07,Barack Obama,64,22,14,-1.587301587,8.333333333,-7.692307692,0.09655920103288522,0.41552245512771824,0.9998,0.077,0.667,0.256
231,2009-02-24,Barack Obama,64,23,13,-3.225806452,16.36363636,-23.80952381,0.07211599196095322,0.42490119914538543,0.9998,0.136,0.644,0.22
232,2009-05-26,Barack Obama,63,30,7,-2.43902439,3.225806452,6.666666667,0.13976984894538083,0.4738889656442848,0.9997,0.047,0.665,0.288
233,2009-06-04,Barack Obama,61,31,8,-2.521008403,7.462686567,-14.28571429,0.09329599428704291,0.4388243044253278,0.9999,0.15,0.595,0.255
234,2009-09-09,Barack Obama,52,41,7,-0.970873786,1.204819277,0.0,0.07917566085141016,0.4208941792388659,0.9998,0.132,0.656,0.212
235,2009-12-01,Barack Obama,49,42,9,2.97029703,2.325581395,-38.46153846,0.0893706638189397,0.44587076142248544,0.9986,0.175,0.596,0.229
236,2009-12-10,Barack Obama,50,43,7,1.960784314,0.0,-16.66666667,0.028222519166396707,0.43793688831954103,0.9884,0.225,0.523,0.252
237,2010-01-27,Barack Obama,51,43,6,-0.99009901,0.0,7.692307692,0.047145612661570135,0.41752675693101243,0.9999,0.141,0.638,0.221
238,2010-02-09,Barack Obama,49,43,8,1.01010101,1.149425287,-14.28571429,0.1315503444967732,0.4620370014600785,0.9999,0.078,0.675,0.247
239,2010-03-15,Barack Obama,49,44,7,-2.083333333,2.222222222,0.0,0.10382810664787405,0.4812955552199741,0.9997,0.113,0.681,0.206
240,2010-04-15,Barack Obama,50,43,7,-3.092783505,2.272727273,6.666666667,0.0860768477034853,0.42494659634397614,0.9998,0.049,0.725,0.225
241,2010-04-28,Barack Obama,50,43,7,-3.092783505,2.272727273,6.666666667,0.09433891459753528,0.37776126066355975,0.9991,0.142,0.643,0.214
242,2010-06-15,Barack Obama,45,46,9,2.173913043,0.0,-12.5,0.08843670305934459,0.47149028469783205,0.999,0.134,0.645,0.221
243,2010-08-31,Barack Obama,46,46,8,-2.222222222,3.157894737,-6.666666667,0.08505673619309982,0.39896471674069073,0.9926,0.176,0.608,0.216
244,2010-09-23,Barack Obama,46,47,7,-1.098901099,1.052631579,0.0,0.07824555958747136,0.39498225426534245,0.9999,0.127,0.605,0.268
245,2010-11-03,Barack Obama,44,48,8,3.296703297,-3.225806452,0.0,0.12631694313552735,0.49419928105326316,1.0,0.094,0.667,0.239
246,2011-01-12,Barack Obama,50,42,8,-3.092783505,3.448275862,0.0,0.17843617643617643,0.5089168909168904,0.9998,0.12,0.571,0.309
247,2011-01-25,Barack Obama,47,45,8,2.083333333,-4.651162791,11.11111111,0.1290299377326687,0.40273022845501855,1.0,0.079,0.682,0.239
248,2011-05-01,Barack Obama,51,40,9,-3.03030303,6.976744186,-20.0,0.09421529175050301,0.42530181086519114,0.9918,0.187,0.559,0.254
249,2011-05-19,Barack Obama,49,43,8,-2.083333333,0.0,11.11111111,0.10121079739932194,0.42884894249648364,0.9998,0.138,0.62,0.242
250,2011-05-25,Barack Obama,50,42,8,-7.52688172,5.617977528,11.11111111,0.08383190321583181,0.45748663935271044,0.9998,0.148,0.587,0.265
251,2011-06-22,Barack Obama,46,47,7,-2.222222222,-1.075268817,17.64705882,0.06790840738209163,0.398242766005924,0.9956,0.17,0.594,0.236
252,2011-09-08,Barack Obama,40,52,8,2.43902439,-2.97029703,5.882352941,0.09436611008039582,0.4165508169079598,0.9996,0.103,0.702,0.195
253,2011-10-21,Barack Obama,43,49,8,0.0,0.0,0.0,0.1632473035439137,0.4459655880842321,0.9987,0.086,0.627,0.287
254,2012-01-24,Barack Obama,46,47,7,0.0,0.0,0.0,0.10267215849207802,0.38695376443364365,0.9999,0.107,0.673,0.22
255,2012-09-06,Barack Obama,50,44,6,-3.092783505,2.222222222,7.692307692,0.11110999329309193,0.41295739080950356,0.9999,0.125,0.624,0.252
256,2012-11-06,Barack Obama,53,41,6,-2.912621359,0.0,20.0,0.13828967564636355,0.4530721914320638,0.9998,0.102,0.592,0.306
257,2012-12-16,Barack Obama,57,37,6,-7.547169811,8.641975309,7.692307692,0.12913655185394315,0.5121325051759833,0.9996,0.134,0.542,0.324
258,2013-01-21,Barack Obama,53,42,5,-2.912621359,1.176470588,16.66666667,0.12417237155609245,0.44892865532400417,0.9998,0.101,0.592,0.307
259,2013-01-29,Barack Obama,52,42,6,-1.960784314,1.176470588,7.692307692,0.13233751608751604,0.42896063271063284,0.9998,0.054,0.699,0.247
260,2013-02-13,Barack Obama,51,42,7,-4.081632653,4.545454545,0.0,0.11800923550923552,0.41977940227940264,1.0,0.103,0.646,0.251
261,2013-03-01,Barack Obama,49,44,7,-3.157894737,3.296703297,0.0,0.1358060503552307,0.4900603911874405,0.9994,0.132,0.678,0.189
262,2013-03-21,Barack Obama,48,45,7,1.030927835,0.0,-7.692307692,0.136741434573293,0.46211970101350663,1.0,0.103,0.602,0.295
263,2013-04-08,Barack Obama,50,43,7,0.99009901,0.0,-7.692307692,0.10061007747177964,0.42627183691013487,0.9819,0.161,0.65,0.189
264,2013-07-19,Barack Obama,46,47,7,-3.370786517,2.083333333,6.666666667,0.09165467702232406,0.4273692810457516,0.9972,0.11,0.702,0.189
265,2013-07-24,Barack Obama,45,48,7,0.0,-3.225806452,17.64705882,0.17716742307871342,0.4069311083182051,0.9999,0.068,0.687,0.245
266,2013-09-10,Barack Obama,44,47,9,1.123595506,4.081632653,-38.46153846,-0.011908677944862153,0.38914616085668724,-0.9989,0.242,0.576,0.182
267,2013-12-04,Barack Obama,42,50,8,-1.204819277,2.912621359,-14.28571429,0.0984197726065757,0.406339416469528,0.9999,0.115,0.651,0.235
268,2014-01-28,Barack Obama,41,51,8,3.529411765,1.923076923,-45.45454545,0.10700817700817696,0.411396826918979,1.0,0.103,0.655,0.242
269,2014-11-20,Barack Obama,43,52,5,0.0,0.0,0.0,0.06431261390938811,0.41780101618811283,0.9992,0.101,0.676,0.223
270,2015-01-20,Barack Obama,47,48,5,-1.075268817,1.030927835,0.0,0.13930581625405844,0.4344283515963206,0.9999,0.11,0.647,0.243
271,2015-03-07,Barack Obama,47,48,5,-3.296703297,3.03030303,0.0,0.14378477396920017,0.46834678754760733,0.9998,0.111,0.655,0.233
272,2015-06-26,Barack Obama,46,49,5,0.0,-1.030927835,9.090909091,0.1323249517875685,0.5402282673193891,0.9998,0.145,0.558,0.296
273,2016-01-12,Barack Obama,48,47,5,-1.052631579,4.081632653,-42.85714286,0.09678301823206285,0.4141445391126917,0.9999,0.136,0.624,0.24
274,2016-03-22,Barack Obama,51,45,4,-3.03030303,2.173913043,11.11111111,0.1492761172245905,0.48208830397761687,0.9999,0.102,0.637,0.261
275,2016-05-15,Barack Obama,52,44,4,0.0,-1.149425287,11.11111111,0.14276669385365026,0.4640230984796201,0.9999,0.097,0.636,0.267
