,Start Date,End Date,Approving,Disapproving,Unsure/NoData,Approve_rolling,Disapprove_rolling,Unsure_rolling,Approve_change,Disapprove_change,Unsure_change
258,3/14/2008,3/16/2008,32,64,4,28.0,68.0,4.0,-14.285714285714285,5.88235294117647,0.0
259,4/6/2008,4/9/2008,28,67,5,28.0,68.0,4.0,0.0,1.4705882352941175,-25.0
260,4/18/2008,4/20/2008,28,69,3,28.5,66.0,5.5,1.7543859649122806,-4.545454545454546,45.45454545454545
261,5/1/2008,5/3/2008,28,67,5,28.5,66.5,5.0,1.7543859649122806,-0.7518796992481203,0.0
262,5/8/2008,5/11/2008,29,65,6,29.0,66.0,5.0,0.0,1.5151515151515151,-20.0
263,5/30/2008,6/1/2008,28,68,4,29.0,66.0,5.0,3.4482758620689653,-3.0303030303030303,20.0
264,6/9/2008,6/12/2008,30,64,6,29.5,64.5,6.0,-1.694915254237288,0.7751937984496124,0.0
265,6/15/2008,6/19/2008,28,68,4,31.5,63.0,5.5,11.11111111111111,-7.936507936507936,27.27272727272727
266,7/10/2008,7/13/2008,31,61,8,32.5,63.0,4.5,4.615384615384616,3.1746031746031744,-77.77777777777779
267,7/25/2008,7/27/2008,32,65,3,31.0,63.5,5.5,-3.225806451612903,-2.3622047244094486,45.45454545454545
268,8/7/2008,8/10/2008,33,61,6,31.0,65.0,4.0,-6.451612903225806,6.153846153846154,-50.0
269,8/21/2008,8/23/2008,29,66,5,32.0,64.5,3.5,9.375,-2.3255813953488373,-42.857142857142854
270,9/5/2008,9/7/2008,33,64,3,29.0,67.0,4.0,-13.793103448275861,4.477611940298507,25.0
271,9/8/2008,9/11/2008,31,65,4,26.0,69.5,4.5,-19.230769230769234,6.474820143884892,11.11111111111111
272,9/26/2008,9/27/2008,27,69,4,25.0,70.5,4.5,-8.0,2.127659574468085,11.11111111111111
273,10/3/2008,10/5/2008,25,70,5,28.0,68.5,3.5,10.714285714285714,-2.18978102189781,-42.857142857142854
274,10/10/2008,10/12/2008,25,71,4,28.0,68.0,4.0,10.714285714285714,-4.411764705882353,0.0
275,10/23/2008,10/26/2008,31,66,3,26.5,69.0,4.5,-16.9811320754717,4.3478260869565215,33.33333333333333
276,10/31/2008,11/2/2008,25,70,5,28.5,67.0,4.5,12.280701754385964,-4.477611940298507,-11.11111111111111
277,11/7/2008,11/9/2008,28,68,4,30.5,63.5,6.0,8.19672131147541,-7.086614173228346,33.33333333333333
278,11/13/2008,11/16/2008,29,66,5,30.5,64.0,5.5,4.918032786885246,-3.125,9.090909090909092
279,12/4/2008,12/7/2008,32,61,7,31.5,64.0,4.5,-1.5873015873015872,4.6875,-55.55555555555556
280,12/12/2008,12/14/2008,29,67,4,,,,,,
281,1/9/2009,1/11/2009,34,61,5,,,,,,
